,Unnamed: 0,Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
1771,130198,China,CHN,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,5.40474987030029,,,,,,,,,,,,,,,,,,,,
1772,130199,China,CHN,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,4.26802015304565,,,,,,,,,,,,,,,,,,,,
1773,130200,China,CHN,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,,,,,,,,,,,,,,,,,,,,,
1774,130201,China,CHN,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,,,,,,,,,,,,,,,,,,,,,
1775,130202,China,CHN,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,,,,,,,,,,,,,,,,,,,,,
1776,130203,China,CHN,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",SE.TER.CUAT.ST.FE.ZS,,,,,,,,,,,7.59915018081665,,,,,,,,,,
1777,130204,China,CHN,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",SE.TER.CUAT.ST.MA.ZS,,,,,,,,,,,10.0003299713135,,,,,,,,,,
1778,130205,China,CHN,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,,,,,,,,,,,8.81204032897949,,,,,,,,,,
1779,130206,China,CHN,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,,,,,,,,,,,19.195930480957,,,,,,,,,,
1780,130207,China,CHN,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,,,,,,,,,,,25.3728103637695,,,,,,,,,,
1781,130208,China,CHN,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,,,,,,,,,,,22.3159999847412,,,,,,,,,,
1782,130209,China,CHN,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,,,,,,,,,,,0.312000006437302,,,,,,,,,,
1783,130210,China,CHN,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,,,,,,,,,,,0.444009989500046,,,,,,,,,,
1784,130211,China,CHN,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,,,,,,,,,,,0.378679990768433,,,,,,,,,,
1785,130212,China,CHN,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.DO.FE.ZS,,,,,,,,,,,,,,,,,,,,,
1786,130213,China,CHN,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.DO.MA.ZS,,,,,,,,,,,,,,,,,,,,,
1787,130214,China,CHN,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,,,,,,,,,,,,,,,,,,,,,
1788,130215,China,CHN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,992.943384720171,1076.54912135865,1194.85629490784,1379.48463210183,1585.83878247787,1782.31215291627,2039.0146603408,2325.92676902765,2446.36905458402,2612.45662004417,2943.58995443689,3295.78486805176,3466.01953935563,3757.18508846571,3905.31759800563,,,,,,
1789,130216,China,CHN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,6.90922582386862,6.97843072246242,7.0649584926283,6.59781081300324,6.44701025912388,6.82460789308873,6.48590312335788,6.28227278405992,6.16603959696411,6.07855429560914,6.11893060237244,5.74023334589481,5.81006160411432,5.77700964597696,5.47126635596907,,,,,,
1790,130217,China,CHN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,78.2136371481806,76.2524570393714,77.5435809266796,79.5555683486371,78.1736980497408,79.196117843634,80.3394960281986,80.9542353410791,78.7505137453006,78.3826698942494,77.1871941416238,78.8771230435926,75.6589120538476,75.2790685739732,72.6339078091231,70.3094269525225,,,,,
1791,130218,China,CHN,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,16.40538216086,18.7333932498688,17.4090356216191,14.8465397185929,16.0446416658573,15.8777203929188,15.2056173965109,14.7865646491701,16.8778706645304,16.5714641024737,16.9489736500775,14.6241302346658,17.3087339499897,16.7313490296358,18.5524939791678,19.0698129653579,,,,,
1792,130219,China,CHN,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0.42581973803198,0.333164747739456,0.253541970445494,0.269788643756002,0.338551995868395,0.485589486119787,0.831101964651212,1.03318615755426,0.996947091083977,1.53935561219587,1.85988100649861,2.0390613027675,1.98157092497651,1.96121927679729,2.02100518113681,2.48703063811759,,,,,
1793,130220,China,CHN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1.23453056564026,1.17978404387997,1.51901504324843,2.26831802088703,2.29039955489035,2.12312424963987,1.91360363774157,1.893174151911,1.97260890318803,1.88782902891769,1.76021942226301,1.83533583670166,1.95384626495467,2.05300514092809,2.33928636039921,,,,,,
1794,130221,China,CHN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,3.48651435601864,3.27607500325805,3.065234160579,2.86928465449521,2.97408398086319,2.0201434452618,1.3230149541828,0.856057212679666,0.542486195573643,0.326347265899537,0.353949915229281,0.257818456273203,0.219409990346522,0.184178728966276,0.16797437936229,0.165618383349663,,,,,
1795,130222,China,CHN,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,82.1259712422312,79.8616967903689,80.8623570577041,82.6946416468883,81.4863340264724,81.7018507750155,82.4936129470326,82.843478711313,80.2899470319582,80.2483727723448,79.4010250633517,81.1740028026333,77.8598929691707,77.4244665797368,74.8228873696222,72.9620759739898,,,,,
1796,130223,China,CHN,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.234116031268578,0.225125915882316,0.209592277428357,0.190500613631784,0.178624752779893,0.297304582425836,0.387166018714885,0.476782487605849,0.859573400323317,1.29233409626383,1.67385240269475,2.13764019808449,2.65751498776664,3.5648783506209,4.05665980378573,4.85700420830511,,,,,
1797,130224,China,CHN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,3174000000.0,3334000000.0,3467000000.0,3640000000.0,3936000000.0,7434000000.0,11096000000.0,15647000000.0,29803000000.0,48011000000.0,70255000000.0,100573000000.0,132470000000.0,193807000000.0,229840000000.0,283851000000.0,,,,,
1798,130225,China,CHN,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,0.5,0.519999980926514,0.540000021457672,0.550000011920929,0.569999992847443,0.600000023841858,0.620000004768372,0.639999985694885,0.670000016689301,0.699999988079071,0.730000019073486,0.769999980926514,0.810000002384186,0.850000023841858,0.899999976158142,0.949999988079071,0.990000009536743,1.03999996185303,1.07000005245209,1.10000002384186,
1799,130226,China,CHN,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,2.50999999046326,2.50999999046326,2.51999998092651,2.52999997138977,2.54999995231628,2.55999994277954,2.55999994277954,2.53999996185303,2.53999996185303,2.55999994277954,2.57999992370605,2.59999990463257,2.63000011444092,2.67000007629395,2.72000002861023,2.76999998092651,2.82999992370605,2.88000011444092,2.92000007629395,2.91000008583069,
1800,130227,China,CHN,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1.60000002384186,1.61000001430511,1.62999999523163,1.63999998569489,1.6599999666214,1.67999994754791,1.69000005722046,1.69000005722046,1.71000003814697,1.73000001907349,1.75999999046326,1.78999996185303,1.82000005245209,1.86000001430511,1.9099999666214,1.96000003814697,2.01999998092651,2.0699999332428,2.09999990463257,2.10999989509583,
1801,130228,China,CHN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,50.0099983215332,50.0099983215332,50.0099983215332,49.0999984741211,46.9000015258789,44.7999992370605,42.5999984741211,40.7999992370605,39.5999984741211,38.0999984741211,36.7000007629395,34.7999992370605,33.5999984741211,31.3999996185303,29.5,28.5900001525879,27.7000007629395,26.9799995422363,26.0699996948242,25.3299999237061,
1802,130229,China,CHN,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,46.0,46.2700004577637,46.5800018310547,45.8600006103516,43.2099990844727,41.2000007629395,39.060001373291,37.2799987792969,36.0900001525879,34.689998626709,33.3699989318848,31.4200000762939,30.2199993133545,27.8799991607666,25.8999996185303,25.0300006866455,24.2000007629395,23.6100006103516,22.7800006866455,22.0100002288818,
1803,130230,China,CHN,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,53.3300018310547,53.0999984741211,52.8400001525879,51.7599983215332,49.9199981689453,47.7299995422363,45.4799995422363,43.6399993896484,42.4199981689453,40.8400001525879,39.3499984741211,37.4900016784668,36.2900009155273,34.2099990844727,32.3600006103516,31.4099998474121,30.4799995422363,29.6499996185303,28.6599998474121,27.9400005340576,
1804,130231,China,CHN,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,22.5,22.2999992370605,21.3999996185303,21.6000003814697,22.5,23.7999992370605,25.2000007629395,26.7999992370605,27.2000007629395,27.7999992370605,28.7000007629395,29.5,30.2999992370605,30.1000003814697,29.8999996185303,29.1800003051758,28.7999992370605,28.1100006103516,28.3199996948242,27.4200000762939,
1805,130232,China,CHN,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,22.7900009155273,22.2999992370605,21.0200004577637,20.9500007629395,21.8700008392334,22.9500007629395,24.1399993896484,25.5599994659424,25.7099990844727,25.9899997711182,26.6200008392334,27.1800003051758,27.7600002288818,27.3199996948242,26.8600006103516,25.8799991607666,25.2399997711182,24.25,24.1800003051758,23.0599994659424,
1806,130233,China,CHN,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,22.2600002288818,22.2999992370605,21.7099990844727,22.1399993896484,23.0200004577637,24.4899997711182,26.0599994659424,27.7999992370605,28.3999996185303,29.25,30.3600006103516,31.3500003814697,32.3199996948242,32.310001373291,32.3199996948242,31.8099994659424,31.6299991607666,31.1599998474121,31.5799999237061,30.8299999237061,
1807,130234,China,CHN,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,27.4899997711182,27.6900005340576,28.5900001525879,29.2999992370605,30.6000003814697,31.3999996185303,32.2000007629395,32.4000015258789,33.2000007629395,34.0999984741211,34.5999984741211,35.7000007629395,36.0999984741211,38.5,40.5999984741211,42.2299995422363,43.5,44.9099998474121,45.6100006103516,47.25,
1808,130235,China,CHN,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,31.2099990844727,31.4400005340576,32.4099998474121,33.189998626709,34.9300003051758,35.8499984741211,36.7999992370605,37.1599998474121,38.2000007629395,39.3199996948242,40.0099983215332,41.4000015258789,42.0200004577637,44.7999992370605,47.2400016784668,49.0900001525879,50.5699996948242,52.1399993896484,53.0400009155273,54.9199981689453,
1809,130236,China,CHN,"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS,24.4200000762939,24.6000003814697,25.4500007629395,26.1000003814697,27.0599994659424,27.7800006866455,28.4699993133545,28.5599994659424,29.1800003051758,29.9200000762939,30.2900009155273,31.1599998474121,31.3899993896484,33.4799995422363,35.3199996948242,36.7799987792969,37.9000015258789,39.189998626709,39.7599983215332,41.2299995422363,
1810,130237,China,CHN,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,68.5240020751953,67.5619964599609,66.6579971313477,65.8109970092773,65.2129974365234,64.536003112793,63.9210014343262,63.2929992675781,62.476001739502,61.7159996032715,61.1290016174316,61.2999992370605,61.1580009460449,61.0369987487793,61.0260009765625,61.0120010375977,60.9729995727539,60.8530006408691,60.7690010070801,60.5410003662109,59.1360015869141
1811,130238,China,CHN,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,,,,,,,,,,,,,,,,,,,,,
1812,130239,China,CHN,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,79.8899993896484,78.9720001220703,78.1399993896484,77.3949966430664,77.0299987792969,76.5469970703125,76.1630020141602,75.7600021362305,75.0660018920898,74.4619979858398,74.1269989013672,74.1429977416992,73.7850036621094,73.4260025024414,73.1849975585938,72.9300003051758,72.6559982299805,72.2590026855469,71.9020004272461,71.3079986572266,70.3509979248047
1813,130240,China,CHN,"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,,,,,,,,,,,,,,,,,,,,,
1814,130241,China,CHN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,74.3160018920898,73.375,72.5070037841797,71.7099990844727,71.2300033569336,70.6520004272461,70.1539993286133,69.6399993896484,68.8860015869141,68.2050018310547,67.7460021972656,67.8359985351563,67.5839996337891,67.3399963378906,67.2119979858398,67.0739974975586,66.9150009155273,66.6529998779297,66.4300003051758,66.0149993896484,64.8369979858398
1815,130242,China,CHN,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,75.3199996948242,75.3399963378906,74.4300003051758,73.8199996948242,73.2300033569336,72.8000030517578,72.4400024414063,72.0199966430664,71.4300003051758,70.8899993896484,69.1800003051758,68.8899993896484,68.7399978637695,68.6100006103516,68.4700012207031,68.3600006103516,68.1699981689453,67.9300003051758,67.6600036621094,67.3499984741211,
1816,130243,China,CHN,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,63.7290000915527,61.9480018615723,60.3219985961914,58.8339996337891,57.8419990539551,56.6699981689453,55.5989990234375,54.4790000915527,52.9720001220703,51.5530014038086,50.4370002746582,49.2980003356934,48.0540008544922,46.8019981384277,45.6720008850098,44.601001739502,43.632999420166,42.6110000610352,41.6860008239746,40.5099983215332,38.007999420166
1817,130244,China,CHN,"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS,,,,,,,,,,,,,,,,,,,,,
1818,130245,China,CHN,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,63.007999420166,61.4189987182617,60.0610008239746,58.9010009765625,58.3899993896484,57.6479988098145,57.0449981689453,56.382999420166,55.2099990844727,54.1559982299805,53.5130004882813,52.8450012207031,51.9609985351563,51.0719985961914,50.3079986572266,49.5999984741211,49.0340003967285,48.4210014343262,47.935001373291,47.0169982910156,44.7220001220703
1819,130246,China,CHN,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,,,,,,,,,,,,,,,,,,,,,
1820,130247,China,CHN,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,63.3580017089844,61.6759986877441,60.1870002746582,58.8689994812012,58.1240005493164,57.173999786377,56.3460006713867,55.4640007019043,54.132999420166,52.9049987792969,52.0390014648438,51.1500015258789,50.0999984741211,49.0449981689453,48.1150016784668,47.242000579834,46.4939994812012,45.6949996948242,45.007999420166,43.9739990234375,41.5880012512207
1821,130248,China,CHN,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,,,,,,,,,,,,,,,,,,,,,
1822,130249,China,CHN,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,0.548408768497482,-0.673828879608587,1.50054263897109,3.08954304763794,4.89483848954711,6.05619214257007,7.85807370297785,8.42170830960485,8.43554507293036,10.3609956987037,11.4464132180229,11.8601232108012,14.3597403782927,14.7564514134368,15.0218007401139,,,,,,
1823,130250,China,CHN,Energy intensity level of primary energy (MJ/$2011 PPP GDP),EG.EGY.PRIM.PP.KD,10.2330505139265,9.83358330647969,9.62184205654561,9.9942099834131,10.3559973757278,10.2813087845064,9.97448941321124,9.44675565223316,8.88879012128668,8.69387284061915,8.67917853685099,8.50231950127344,8.19029944077663,7.85133380344517,7.10422000054532,6.69006970167277,,,,,
1824,130251,China,CHN,Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS,38.1986716649992,40.1215768591431,42.0105136054837,43.9031265703325,44.8330721947692,46.0503539580026,48.3755207389966,50.882199748253,52.4343145915076,,,,,,,,,,,,
1825,130252,China,CHN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,898.987313140273,928.811433738255,984.810714620431,1118.43177274138,1268.13290434581,1393.69132405731,1515.1736777471,1630.17102857988,1672.90411994066,1778.43351862146,1954.72255616896,2085.08302163141,2149.60256906343,2204.24329905226,2224.35489845903,,,,,,
1826,130253,China,CHN,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",EG.USE.COMM.GD.PP.KD,260.449263386049,250.195806693024,244.712641937632,254.141377157414,263.250391569644,261.252791097485,253.382773948216,239.901292536428,225.67549885637,220.393525668495,220.012739960348,215.398964590408,207.275985361881,198.54579573458,187.687033335641,,,,,,
1827,130254,China,CHN,Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,,,,50.8,,,,,27.6,,,,,20.8,,,,,,,
1828,130255,China,CHN,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,,,,,,,,,,,,,,,,,,,,,
1829,130256,China,CHN,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,,,,,,,,,,,,,,,,,,,,,
1830,130257,China,CHN,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,,,,,,,,,,,,,,,,,,,,,
1831,130258,China,CHN,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,
1832,130259,China,CHN,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,
1833,130260,China,CHN,Export unit value index (2000 = 100),TX.UVI.MRCH.XD.WD,100.0,97.343,94.228024,96.2068125,104.9616324,107.7955965,112.3230116,118.0514852,127.495604,119.5908765,122.5806484,135.5741972,137.7433843,136.916924,137.3198013,134.044724,121.9470965,122.912438,129.6862913,127.8508345,129.4382549
1834,130261,China,CHN,Export value index (2000 = 100),TX.VAL.MRCH.XD.WD,100.0,106.7796134,130.6549279,175.8518156,238.0894291,305.75595,388.8307926,489.7437029,574.1074546,482.1819962,633.1199865,761.7809577,822.1064754,886.4279322,939.9136447,912.2955984,841.7362552,908.2338495,997.8591751,1002.980301,1039.402054
1835,130262,China,CHN,Export volume index (2000 = 100),TX.QTY.MRCH.XD.WD,100.0,109.694188,138.6582488,182.785201,226.8347239,283.6441931,346.1719795,414.8560285,450.2958821,403.192961,516.4926068,561.8922874,596.8391727,647.4202795,684.4705832,680.590456,690.2470659,738.9275362,769.440752,784.4925731,803.0099409
1836,130263,China,CHN,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,,,,,,,,,,,,,,,,,,,,,
1837,130264,China,CHN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,20.8934448167644,20.3121457444929,22.6447456738957,26.9807565345137,31.0613375828803,33.8298575659931,36.0350255523532,35.4347985287157,32.6027140173081,24.7498559389238,27.1853327204051,26.5681893451605,25.4925222245396,24.599254436897,23.5100609074235,21.3540798828848,19.5843800536482,19.6922769882201,19.1121035364139,18.4099923582526,18.4969112496804
1838,130265,China,CHN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,
1839,130266,China,CHN,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,190039384000.0,208572000000.0,247626456545.448,445976206260.613,604774713079.717,773339005396.985,991731387760.491,1258056795940.69,1497868782939.59,1262664161019.72,1656411658782.57,2008852448487.47,2175092012376.37,2355594737798.11,2462902030661.11,2360152452309.1,2197922469129.56,2429277356205.39,2651009602168.9,2630999236934.95,2732365083702.94
1840,130267,China,CHN,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,,,,,,,,,,,,,,,,2362092880963.47,,,,,
1841,130268,China,CHN,Exports of goods and services (constant LCU),NE.EXP.GNFS.KN,,,,,,,,,,,,,,,,,,,,,
1842,130269,China,CHN,Exports of goods and services (current LCU),NE.EXP.GNFS.CN,2095197555700.0,2251867913000.0,2756260127500.0,3707750466600.0,5026971872400.0,6336971811900.0,7907471047200.0,9570667075100.0,10408240812000.0,8625763949600.0,11203599089300.0,12963687105300.0,13729761433500.0,14586453355400.0,15130207785600.0,14709933416200.0,14617684515100.0,16384682363200.0,17569396117800.0,18161737293300.0,18792606572300.0
1843,130270,China,CHN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,253092089739.563,272060010510.928,333002310921.832,447958253787.604,607356934129.132,773339005393.993,991731387764.316,1258056795938.22,1497868782937.82,1262664161021.17,1654815752522.04,2006296851396.73,2175080625683.19,2354248580554.57,2462839435101.08,2362092880963.47,2199967569433.37,2424199911700.3,2655591916233.37,2628935396517.28,2723250430718.18
1844,130271,China,CHN,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,202589270000.0,217960000000.0,255970416344.366,462070899008.669,625332175040.451,812611838954.089,1046294573489.58,1341532967443.55,1609656029354.84,1370915037313.72,1798836133342.28,2153120036894.13,2342129055768.52,2539567897419.11,2702274321141.03,2583968396725.28,2424576042121.25,2718975576076.03,2919505938716.79,2904513533412.15,2974045950400.21
1845,130272,China,CHN,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,2.37635084549278,2.09693221346057,2.5420877137403,2.15752506850097,2.61715094094225,5.45182226620602,7.59116720068887,8.67623358095396,7.59271269137434,4.31484149927079,3.65358777810987,2.39547410390015,2.71752208167593,2.45413329643866,2.11490586049739,3.24399043046772,2.27434509048541,1.75214073601397,0.65842297069049,0.92988859887815,2.48693464133666
1846,130273,China,CHN,External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,,,,,,,,,,,,,,,,,,,,,
1847,130274,China,CHN,External balance on goods and services (current LCU),NE.RSB.GNFS.CN,238300793700.0,232472454000.0,309416370000.0,296491485300.0,423560129400.0,1021229366900.0,1665794152600.0,2343384089000.0,2423932623100.0,1503798823900.0,1505713876100.0,1168848066700.0,1463602916300.0,1455210805200.0,1361075381400.0,2234649467300.0,1697559939100.0,1457844079300.0,605275811900.002,917349237099.998,2526691275900.0
1848,130275,China,CHN,External balance on goods and services (current US$),NE.RSB.GNFS.CD,28785851577.5995,28086220294.5476,37382671257.7021,35821129068.5031,51174382539.1456,124626797517.787,208918924498.959,308036028787.381,348832533150.086,220130401367.216,222399875352.643,180894229931.131,231865233955.927,234870526033.765,221550832014.845,358835723372.14,255483473414.102,215695697357.519,91486670480.6533,132787510436.57,366144689876.536
1849,130276,China,CHN,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,12.1951153176042,13.963297772057,12.7436363053344,12.557699614166,12.6851444238542,12.5947957693651,11.8837282417389,10.6164474212779,8.35942682656589,8.92401617702181,12.254487795069,14.0918147450692,13.4882898805667,15.5962791546145,16.9548448908731,12.1155851817674,12.6485762755373,13.864304303512,14.1792544617027,14.8467243055715,16.0715129380995
1850,130277,China,CHN,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,132548138895.7,127749032090.2,119495055951.7,118765890671.5,131249886600.6,137278427720.6,152711515644.3,173701699315.9,198892887618.0,203048769798.0,219668477378.6,272134035610.6,345328298708.4,392694034065.3,528811964190.6,501847124463.3,603011835016.1,663928882357.8,732905932895.3,899185309164.9,1103089536703.9
1851,130278,China,CHN,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,37789000000.0,36744000000.0,31839000000.0,35030000000.0,42158000000.0,50492000000.0,63666000000.0,82284000000.0,101774197000.0,102157209000.0,117375367000.0,157485067000.0,206804046000.0,240132128000.0,349747765000.0,355777187000.0,442820102637.9,467634848578.0,473216656003.9,581120148422.9,688251649058.0
1852,130279,China,CHN,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,94759138895.7,91005032090.2,87656055951.7,83735890671.5,89091886600.6,86786427720.6,89045515644.3,91417699315.9,97118690618.0,100891560798.0,102293110378.6,114648968610.6,138524252708.4,152561906065.3,179064199190.6,146069937463.3,160191732378.2,196294033779.8,259689276891.4,318065160742.0,414837887645.9
1853,130280,China,CHN,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,13080000000.0,56300000000.0,65680000000.0,88093000000.0,115770000000.0,148267000000.0,173377000000.0,203698000000.0,187188000000.0,240509000071.4,512323000066.2,771361000064.1,792108000065.4,1077031000068.4,1239452085974.1,822244079544.5,801396077737.5,1030633085053.2,1218901082134.2,1205312080771.4,1236232086566.0
1854,130281,China,CHN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,145936667983.7,184346625754.2,185496990287.7,207210768367.5,247387639368.6,285883878856.6,326444757564.3,377773902515.9,386445623554.0,454515403264.5,742755776609.5,1054226064017.3,1148178860069.5,1480489123608.3,1778390716290.5,1333777000685.1,1413804345434.8,1704516192888.5,1961528186354.2,2114162881662.2,2349388621678.4
1855,130282,China,CHN,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0.02547255,0.22134256,0.14548576,0.12766516,0.12344482,0.21010172,0.14492926,0.18071163,0.15566339,0.10555609,0.12173963,0.07550438,0.05628394,0.05544716,0.03018604,0.00859982,0.00161523,0.00044167,0.00064801,0.00066961,
1856,130283,China,CHN,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,0.0107271,0.0966463,0.07149412,0.07104706,0.07809364,0.15098836,0.11772337,0.17543358,0.2053002,0.17165272,0.22703407,0.17847344,0.15853901,0.18078081,0.10846127,0.03354823,0.00638595,0.00193121,0.00324691,0.00358332,
1857,130284,China,CHN,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,0.03265629,0.29458924,0.22004161,0.21707771,0.22909789,0.43520065,0.32731267,0.44351411,0.44834003,0.37212432,0.46169256,0.32719814,0.28103341,0.30572674,0.17726823,0.05397509,0.01063752,0.00311978,0.00508164,0.00589386,
1858,130285,China,CHN,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,,,,,,,,,,,,,,,,,,,,,
1859,130286,China,CHN,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,
1860,130287,China,CHN,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,,,,,,,,,,,,,,,,,,,,,
1861,130288,China,CHN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.596,1.597,1.6,1.604,1.608,1.612,1.615,1.617,1.62,1.623,1.627,1.632,1.639,1.647,1.656,1.665,1.675,1.683,1.69,1.696,
1862,130289,China,CHN,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,119.973871975485,118.125187360952,126.681667501642,113.231993861091,110.547787248861,115.194927082699,110.06878086522,101.167836112565,98.6234588099575,96.1037960345836,93.4717823152302,93.9334740205123,94.4166690307311,93.1604339566615,87.8942326929231,85.2261005926562,88.139680951759,90.0673585798105,90.0626180482823,,
